artist_id,track_id
06HL4z0CvFAxyc27GXpf02,7AEAGTc8cReDqcbPoY9gwo
06HL4z0CvFAxyc27GXpf02,7nWui6jiMM2m9qFmET1Mtj
06HL4z0CvFAxyc27GXpf02,05GsNucq8Bngd9fnd4fRa0
06HL4z0CvFAxyc27GXpf02,1RvQQGwaPipiNgz8RXAKA8
06HL4z0CvFAxyc27GXpf02,6FB3v4YcR57y4tXFcdxI1E
06HL4z0CvFAxyc27GXpf02,6lzc0Al0zfZOIFsFvBS1ki
06HL4z0CvFAxyc27GXpf02,3yII7UwgLF6K5zW3xad3MP
06HL4z0CvFAxyc27GXpf02,2r9CbjYgFhtAmcFv1cSquB
06HL4z0CvFAxyc27GXpf02,5enxwA8aAbwZbf5qCHORXi
06HL4z0CvFAxyc27GXpf02,7eQj6r5PIdYKEIZjucBMcq
06HL4z0CvFAxyc27GXpf02,0NRHj8hDwwmSPaA41o379r
06HL4z0CvFAxyc27GXpf02,4sSUYUpB5epI7xTi5wfpOI
06HL4z0CvFAxyc27GXpf02,0RFCHlNuTeUHIB36VuVbOL
06HL4z0CvFAxyc27GXpf02,5xTtaWoae3wi06K5WfVUUH
06HL4z0CvFAxyc27GXpf02,6qnM0XXPZOINWA778uNqQ9
06HL4z0CvFAxyc27GXpf02,4lIxdJw6W3Fg4vUIYCB0S5
06HL4z0CvFAxyc27GXpf02,59HjlYCeBsxdI0fcm3zglw
06HL4z0CvFAxyc27GXpf02,6qAcApH8obo8eqatCKUHd9
06HL4z0CvFAxyc27GXpf02,6rZVy6FIG7lSJQMFXHo12z
06HL4z0CvFAxyc27GXpf02,55n9yjI6qqXh5F2mYvUc2y
06HL4z0CvFAxyc27GXpf02,1P17dC1amhFzptugyAO7Il
06HL4z0CvFAxyc27GXpf02,2yLa0QULdQr0qAIvVwN6B5
06HL4z0CvFAxyc27GXpf02,1ZY1PqizIl78geGM4xWlEA
06HL4z0CvFAxyc27GXpf02,1GwMQaZz6Au3QLDbjbMdme
06HL4z0CvFAxyc27GXpf02,2x0WlnmfG39ZuDmstl9xfX
06HL4z0CvFAxyc27GXpf02,6NFyWDv5CjfwuzoCkw47Xf
06HL4z0CvFAxyc27GXpf02,7fRruZ12gXGwBs0zXQ6e5V
06HL4z0CvFAxyc27GXpf02,2Rk4JlNc2TPmZe2af99d45
06HL4z0CvFAxyc27GXpf02,6RRNNciQGZEXnqk8SQ9yv5
06HL4z0CvFAxyc27GXpf02,3pHkh7d0lzM2AldUtz2x37
06HL4z0CvFAxyc27GXpf02,1dGr1c8CrMLDpV6mPbImSI
06HL4z0CvFAxyc27GXpf02,3RauEVgRgj1IuWdJ9fDs70
06HL4z0CvFAxyc27GXpf02,43rA71bccXFGD4C8GOpIlN
06HL4z0CvFAxyc27GXpf02,4y5bvROuBDPr5fuwXbIBZR
06HL4z0CvFAxyc27GXpf02,214nt20w5wOxJnY462klLw
06HL4z0CvFAxyc27GXpf02,2YWtcWi3a83pdEg3Gif4Pd
06HL4z0CvFAxyc27GXpf02,12M5uqx0ZuwkpLp5rJim1a
06HL4z0CvFAxyc27GXpf02,1LLXZFeAHK9R4xUramtUKw
06HL4z0CvFAxyc27GXpf02,2dgFqt3w9xIQRjhPtwNk3D
06HL4z0CvFAxyc27GXpf02,1SymEzIT3H8UZfibCs3TYi
06HL4z0CvFAxyc27GXpf02,5hQSXkFgbxjZo9uCwd11so
06HL4z0CvFAxyc27GXpf02,1fzAuUVbzlhZ1lJAx9PtY6
06HL4z0CvFAxyc27GXpf02,1SmiQ65iSAbPto6gPFlBYm
06HL4z0CvFAxyc27GXpf02,2mvabkN1i2gLnGAPUVdwek
06HL4z0CvFAxyc27GXpf02,2slqvGLwzZZYsT4K4Y1GBC
06HL4z0CvFAxyc27GXpf02,4R2kfaDFhslZEMJqAFNpdd
06HL4z0CvFAxyc27GXpf02,0Jlcvv8IykzHaSmj49uNW8
06HL4z0CvFAxyc27GXpf02,4pvb0WLRcMtbPGmtejJJ6y
06HL4z0CvFAxyc27GXpf02,2Eeur20xVqfUoM3Q7EFPFt
06HL4z0CvFAxyc27GXpf02,1MgV7FIyNxIG7WzMRJV5HC
06HL4z0CvFAxyc27GXpf02,3hUxzQpSfdDqwM3ZTFQY0K
06HL4z0CvFAxyc27GXpf02,0ZNU020wNYvgW84iljPkPP
06HL4z0CvFAxyc27GXpf02,6KJqZcs9XDgVck7Lg9QOTC
06HL4z0CvFAxyc27GXpf02,6VsvKPJ4xjVNKpI8VVZ3SV
06HL4z0CvFAxyc27GXpf02,7kt9e9LFSpN1zQtYEl19o1
06HL4z0CvFAxyc27GXpf02,5kI4eCXXzyuIUXjQra0Cxi
06HL4z0CvFAxyc27GXpf02,2NmsngXHeC1GQ9wWrzhOMf
