artist_id,name,popularity,followers
2sBv30RzdeMVPoBXbzjIo5,Young Gunz,35,237086
480i0t8YiGc2aoOR6BeLAb,Nick Cannon,35,69647
1K6FlvOftq7555uvKY0m5v,Kiprich,35,50742
4TjR4K8rD5CqqqU59V6aGr,John Oates,35,69495
36ikBJX6oQWWlgrXCock30,Lady Sovereign,35,49331
5sVu3ObJTpiln7yRQkMuje,Bucky Covington,35,145631
7JBMlJmJpOk87BZTdbYSHD,2 Pistols,35,41938
728molw4csz9ah0XE4QOm6,Young-D,35,466
37GBT1Lhfc2sgq4jZIt6n2,PIKOTARO,35,23402
28ABOA2akZrXN9kQpqwvVg,Diggy Simmons,35,5538
1hlXIybvN1I8r3ooBEkYRh,Juliet Simms,35,54649
7rqt4bOV0ELIMJKQnvmssL,Lyquin,35,171
6DAX5iORnv8nsZYYeZqket,Andrew Jannakos,35,71282
2F3LBiE1vrZao4CoBEkKG6,BOA Hunxho,36,9818
58TfUfDQU8vBGOf6mTZamL,Lucky da P,36,1513
4cynDosMoBQcVD9UKLq8eX,K-Ci,36,5157
2qFe0FyUMK8XXoyOsfYJr2,SHeDAISY,36,363028
28bGoPggBA6WBIz5iPqD7d,Donnell Jones,36,3795
1xeZcY93inQY14LWwnxd5G,Evan And Jaron,36,22790
7oBJEgh7PQKJuxXb1lUEKA,The Wiseguys,36,25595
0uPJNqmDRzjZJZXXG6HDtt,Remy Shand,36,32975
0uw3mzuWJ55YOdKZNi7YJO,Shifty Shellshock,36,825
5qE6IR57vORiiVE7D1eMYD,Baby,36,657
43c94u7flZbHSdDaUuohqS,Buddy Jewell,36,66039
7ukrcAW5l9WWpB4vm7gP7C,C. Harris,36,666
01U4snBkRWq0FBrK3P1mwM,Frankee,36,7068
0Ug6OsFk2B0mLvXrpmpRs6,Brown Boy,36,133376
2OT8Y69ZmFlwMCmqXNJMih,Nino Brown,36,4436
1Zn69emN3uZsF6YwCrkgYp,Trent Tomlinson,36,215619
1gnxlAhv4TnE1Kbvcbv8QI,Jaron And The Long Road To Love,36,16329
3I5oBScoCTzPsuNPYA64l7,Auburn,36,45197
2xTlb6eueddQmWsxImpDbP,Sarah Buxton,36,20007
1369EOxSlL69yV9Yp1nVaR,Hadouken!,36,66226
3gtaVMrNBTAFtlzYTeHNua,Tessanne Chin,36,36523
1Q9yutXUVHodDxHIacpEMT,Casino,36,5525
1YXg2Chm7UfZAUAkjJEpqK,Snootie Wild,36,202727
5QSx2vpiSchSeCwc0qmfNI,Who Is Fancy,36,36482
6czdbISBoxGckbBX8F4m8L,Jacob Sartorius,36,587688
16DKwEFDumFEEUJWYSw21m,Hit The Button Karaoke,36,6187
66jpZDjMcxF3SfDfwK7GXe,Reginae Carter,36,1036
5odf7hjI7hyvAw66tmxhGF,Roger Daltrey,37,132336
1urzwf2o9FcFCgcmkPgcgZ,BOA QG,37,12081
2bK1rpFhmGkImiZNuUyHVT,Ideal,37,14786
1pJhCUTEZhR4nYeemYlkVz,JT Money,37,98374
2SwRWWKpFqktihz7o2rfYX,Tracie Spencer,37,153932
7y1GT7SdgGiFLWoktv2TSw,BBMAK,37,98147
5glaXGC2Bpd4z4HsVhzhjN,Dream,37,39093
6sQVeggRv1AhrMzuCjhCZe,Jamie O'Neal,37,135823
7x7pxJtOTFkTSStKmrRyRp,G. Dep,37,89512
73yonhSeG9UY7shqUfk6cd,Mr. Hahn,37,1664
2PWQEBHw18rURT93AbGXQm,Claudette Ortiz,37,1668
5sXhYkm9PpLn5R70U2T6Ba,Julie Roberts,37,157551
2eTcJVakGgCvZQMnw9Evbn,Guerilla Black,37,28212
6ZRkCThyw6syuSOAGT7lY1,Van Zant,37,61246
2UxjiPpWHNc2txHrYy5EF3,The Hit Co.,37,11986
5g3B6vce2x5AGRetu3ViYv,Junior,37,5545
7whckrkkTMEuvqfaNfMs7S,Kate Voegele,37,133517
6TmyW7nE5HAbg23fG7OOGJ,Tay Dizm,37,1798
5xUMw9vaS567MBBjsoLslo,Yung L.A.,37,138663
3b13JBMmmRRuNBlgdTGT1G,Erika Shevon,37,698
7KTMw4g3OqEh9Jz1HmF7bo,K'Jon,37,60749
3uBMhKEXqr2UtRlx7Jn9LL,Sunny Sweeney,37,76931
1rBxtaN521NYi8Z35G7fUn,LoveRance,37,36892
2F4vlQrJakgfJhEW93DFcZ,Mally Mall,37,11606
4OK0uZAzsgFobgChwUAFvS,Sophia Grace,37,87091
41LfjfTCcTCUdykJqNyFw8,Dae Dae,37,373997
4XJyjyOJnsvtZEi5isgKSw,Diego Thug,37,58324
7yPbJOX7olhT3ynAyuj3Zl,Runaway June,37,131062
5PHYg0IcnpyZJ1y9euAx4i,YTB Trench,37,16896
5hoUdHy0OSq8zSFJqWcZSe,Loza Alexander,37,24659
7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs,38,105525
0ThrQemMA2B8xxusTUl8IM,Kandi,38,211093
6E8pGolyeInc820eQQak70,Shade Sheist,38,34358
1Ng8jGC4dL0gkkuh77pbpX,Newsong,38,164135
1f7DyDtA0IwtD0f9NLf4P6,Allen Gordon,38,353
0UeVxCKyBypjQvDCT889zt,Mr. Cheeks,38,50144
7eVbT3G1ggf2sz6s7ZV0Ap,X-Ecutioners,38,31858
6VJqy1YyzrK4ZhgGs9cNTy,Angie Martinez,38,21400
5SyhqYagv3kA1s7xbI8QGi,Mashonda,38,7523
5jit9WjiAxxvdA0onOHBLd,Daryl Hall,38,217043
0ZAibQ1lZh5UbUaQybsn62,Cast Of Rent,38,10573
0LFWRTqrlRmWoPZ80K8gZY,"Brandy ""Ms. B"" Hambrick",38,298
7iMjWsjqbmYLobomSh4B64,Mario Vazquez,38,97412
1BT6RSmZXLI72Y4AmQlONN,Zig-Zag,38,1023
2SxTHJmWmdjW5QykIq6Rre,Dan Cook,38,24
6BaEtrOzEuvmxmHZRR1nNa,Cast Of Camp Rock,38,146951
4aWpJudn4ljEWahx6cPEGu,Sean Garrett,38,48203
5RjqSn7vYk8Qb9GeLWRRhB,Gloriana,38,256456
39ZHUueufhIdbW4yu9uODG,V V Brown,38,32855
7vMpNua6oKT52WWHNUJ1No,Jonn Hart,38,82002
0nvvVQhPQGkYTJlThLbJeu,OG Maco,38,144265
3I7zwYew54SYjKtHSh1CMn,Artimus Wolz,38,23892
3BbPRvYQ0M9SFmhkHXozLm,Ambjaay,38,45201
1nGRqM8VNcQOcFsOnhpInD,ATR Son Son,38,756
21VBNkZvKxrI9zmfFRxXvn,8-Bit Arcade,38,46740
3TBfn8PtXr42OrTPaoC3E8,The Futureheads,39,102390
0ecnb1WPePfrHg4yfQfmqN,Hot Boys,39,167986
4hVcxmC7igpot32EzQf7IR,Amel Larrieux,39,277585
3OsUvoKmZA2gw8rETtxGlz,Vitamin C,39,111290
5rNhVm2CnqiO5Lv4Dt2lck,Jessica Andrews,39,85431
28821fRwpAWk44HfJ96PGV,Glenn Lewis,39,137387
3t83f2J04dRWOpNBe9GTfs,Vivian Green,39,447806
3jdZ2CpOnEmspXf9CyVkmK,Peedi Crakk,39,23836
2xMPv7r6uppYaOJBXoMIXs,Angelina,39,7849
4EN5O5hIrT1oYuGJ8fB3Y1,Chris Classic,39,8437
7dpKVB4mK3ufNdZOpMKtrd,DAY26,39,310066
1iqf0x89oxmmAFv9w9hiJM,Ron Browz,39,7598
6WPC3Dc27kiyJ14fZbDXMl,Sam Rockwell,39,853
3tM6SwRysCaIK0kW4h0mVP,Spose,39,79442
72rsQfzxNVLPpbzQzXVJSc,Bobby Brackins,39,36309
1zuG3w1Zgeou53fb3Vu3bO,Outasight,39,57903
2GEcMpeGIad5O23WxDRFMn,Rico Love,39,129493
7io3MyhMxDZoBYXp4rlRFA,Chase Bryant,39,307075
5iwLVxdLzgm1cLrZunXzWR,AFSHEEN,39,7043
3RXtieA0L2l22SWlOUMNca,Karen Fairchild,39,1289
0KlSW3j5fUEfej47FOrBMr,"Artists Of Then, Now & Forever",39,19779
65Soberz2DNvbx2hrxHcx5,Lauren Duski,39,55604
41hhOkoRcm7m4fE0g7t1sa,Jake Paul,39,1107768
2GzDtAvFxH5TXQdU49DfBJ,Ali Tabatabaee,39,2122
5s8Qq1F4Gg4s6H2Ez7xxAS,Matty Lewis,39,613
7yE0pgnhHPnPk4GZVuEpZM,Peter Hook,40,9638
1Fj0R2t4HaJa3oUe8azB8R,Ty Herndon,40,137047
4eYjWapog2qNOYRnqBvGXP,Meja,40,16507
5Z1reBuaReg2pg72I2mnMm,Dave Hollister,40,472101
5ILgJERmX20rZuVVDQ7z5P,504 Boyz,40,215181
1C6hNMOlirkiP1wyyD6wk9,Azkl Archived,40,141
6HEyD6mSqQQKMVilyU31ZY,Koffee Brown,40,96253
1pYxANcOtFZSECxACjmCE8,Cadillac Tah,40,447
1efrXlPhLKv7PvgUxVcqIS,Emerson Drive,40,279267
6pw5ePxlLPN87ikxsFHsvZ,Brandon Casey,40,456
79Pqjevn76nsm1KiEgWuyS,Eastside Boyz,40,28075
3adMGKhs0hyGuTVpe7hnqC,Sir David Willcocks,40,6723
5AT79GgEygZW9OVGweJeBu,Andrew Rick,40,52
6vgqbvuLEUcrg7SB1kRTYE,Jason Michael Carroll,40,344966
5HaHjEOMBZBDiMXP7Wz1Zr,Thomas Barrandon,40,30891
642UEJuKWqIch9pOmTWquR,Amina,40,4542
7AnQGuknGCDEvr1t4n6Ink,"Aliaune ""Akon"" Thiam",40,2018
6lBam1B1t8wpnH7pJHWnj6,Gavin Rossdale,40,21683
4VwTk6OnuwshfqQlxOv7Xy,Superstarr,40,428
6xYBLeSMu1AqPsnUzEvx5n,Anya Marina,40,47833
1VmTG1NmumTwTIOGbew6gH,Esthero,40,45343
1KNNZV9twnpQBqyUoGvWA6,Lee DeWyze,40,67281
0JvIgRftY6CoKCwDpgZ4I1,Kobe Honeycutt,40,1182
2rIaXMzFroqNiyyTkayeWU,Garrett Hedlund,40,24831
4c4aEmXU6Hx95REbIZ3S82,Rozzi,40,47597
23OknxGcY1i5xX1TRPilMj,Grace Potter & The Nocturnals,40,148484
2jmAsMZ9hdMfeyCLiBeCzI,Chimamanda Ngozi Adichie,40,2396
6TlLdicGl92pqnySP64n2g,Skeme,40,44634
6YiHht3u7FFszle72kpbdQ,Lil Duval,40,64761
3JoDcjZtpq0ccldFgYmeAB,Party Tyme Karaoke,40,9990
6bwIrnnuFWva1wqbOFAg7T,Sing2Piano,41,66017
573vxT6vzhNRzTVIuVRnLj,Daylyt,41,22046
7JhOzFlNJjcRrFan1wlwYB,John Mark Nelson,41,16098
4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,41,238266
02JTFUpX3CgLWXNKEXIvcb,Public Announcement,41,178172
0iYwcf0XreyCAswJOJMOII,Steve Holy,41,51611
2IkHcHKErbWa0TA14yHkbl,Dirty Vegas,41,47132
1Zgn8DDi8ema6uKufbQOdG,Brian Casey,41,1930
4lFOyLUXnV2Emuus9X8xpA,Natalie,41,126074
030sRm1rnXI9MeQ23pdax8,Boyz N Da Hood,41,651195
7HNEfHmDlFofG6YnMt8G7N,Jack Ingram,41,55910
7wLtB7m9vOEkoEo3WqZZcx,The DEY,41,2181
0gcDAjaKZIKMdYJoIdrIfR,Polow Da Don,41,1194
15Y1yUEchPPl4w20CLvFyb,Baby Boy Da Prince,41,23462
4UrGiQXrpB2CmzVGVFtH5E,The Last Goodnight,41,21435
2K13AVg3bFpHSxDM1vJ0qA,CSS,41,173173
1whjlG0NSaQytgDIWz10GS,Landon Pigg,41,46559
0P6soo9LS5O854DcUpEtSc,Elliot Page,41,4233
0gHWXdaWQObi1A6C1rzgRM,Thriving Ivory,41,47756
2zwHaEmXxX6DTv4i8ajNCM,Kris Allen,41,161412
2waKklOyXKNqhqIOmE4yBA,Mindless Behavior,41,227200
1LBeAxaCAHECiK355bwtlW,Clare Bowen,41,36530
7dtJROxWQe3fxxF5t7o67N,Bonnie McKee,41,74314
1nYvElumwIjMkOczb985bq,Charlie Worsham,41,35320
55RI2GNCfyXr0f14uIdhwd,A Thousand Horses,41,74712
6TV0LZ3BaEun0OQEh96elP,Jordan Smith,41,97743
2UyyBkpzN5w3hzZBZGvRZb,Sosa Geek,41,6521
0rQjJGZLXBq95OA3nSmDj9,Larray,41,402612
3fyhhXHbGVLuSHFk2SYx4I,Popp Hunna,41,66770
2EnD37GNRe2REqHBKqMnZQ,Bslime,41,14865
51THHWH97iA2ISvNxUn6Gs,John Rich,42,47732
05ZOzt8hlefGYXWJIL37PI,Tate Kobang,42,21205
188HWxEQMjCaa7kf3ZGjwc,Jayo Felony,42,74223
77OlE8SkEHDkJczfswzDFo,Chanté Moore,42,577679
6tUtWRGkgU68o7EblHWxgM,R.L. Hugger,42,440
0ihJnGEjNnbM6uuTn3RHMo,Darren Hayes,42,105230
6AEIKVwB27miPI3uJxM4Dw,Pickin' On Series,42,92258
6cwlhbT6PnscdmUYCLUJsa,Bone Crusher,42,309503
0mzTssRDPIQVH5wSNzOdFZ,Fefe Dobson,42,152883
72cbi5bA8U2sMttAnKIaen,Ms. Thing,42,1756
1456WwI15Lm9CktCzkLZvm,Josh Gracin,42,234712
2jI32eTOcSx2bn1MGgRyei,The Wreckers,42,105280
4USNIVeRwXIAdbVSTqelbh,Jibbs,42,107037
0qPUDOVD0aYR2lmCilnscs,Junior Reid,42,59057
7AyywyUcQP99oit737gZK2,Lighter Shade Of Brown,42,76193
021hNAnkFIbyFyL97br6NB,Kellie Pickler,42,909290
7sHWvTWufU865WrWckjyE0,DJ Felli Fel,42,23321
5mNB8ykTlENptzmsxXRtdS,Shawty Lo,42,407933
1AeGYbZw11NJuTgs0wCOJ6,Casely,42,3535
2lfhRHLz3kC17tcVKJqJ4Y,Vernon Handley,42,1810
4BA9Z6ZV2JBwwLGGoZX7bs,Julianne Hough,42,22491
0yNy8fi1yBBq526E6mx4Zs,Orianthi,42,89185
6UocZe4AprSYBvmn3J0oqY,Shiny Toy Guns,42,129092
5ywxtrr3mhjBezbQAsGiFW,Anna Margaret,42,103628
4BuyNtIXCdb4fHesOdR3io,Josh Thompson,42,172103
369G5DRwe0MjvyOoyyVXGN,Sara Ramirez,42,50124
5rVbcJv0JRfhWLA3mgM73r,Slaughterhouse,42,398050
6zO84xQ3YiDtFTfKb2Tg5M,Sam Palladio,42,21588
1md9aYaJ6Qt1FHypXICB5V,Emblem3,42,282901
3GsIlcwgQDJVjHD82mbA0Z,iLoveMemphis,42,116202
03tfKFHhDoDqF73vCI3cxn,William Michael Morgan,42,46351
7nKeLE1toRtW4M279iS26h,Zay Hilfigerrr,42,64332
5AsWcQXw4RJFRWBbwa0ti0,Zayion McCall,42,10571
4yLuE0l9rK7fqijTb7BPh9,Sound M.O.B.,42,357
2lbUjuMzHkT4qIECvk2f3L,Kris Wu,42,756553
2CxtLXJMW2AbYPyQShuDT1,Ball Greezy,42,95243
5jJjvmEwRr8epuGZq4eUUa,BRS Kash,42,39050
4NqH3V7GS0Igs1VyGMXEi8,Mooski,42,52334
7ftZLBtMuNBXnnDFKbAblK,Hoku,43,49296
0GQkTwFb7D3ePIpnxwYavf,Done Again,43,28302
3lJ6jvOiNY46L2juqXufpf,Changing Faces,43,588009
5hDwYJ7KaXEQV2XBeijKNt,La Chat,43,78746
4huJyydJJ5UeK2tSuZ70gc,"Samuel J. ""Tone"" Barnes",43,364
7hHDN8REbPLpv46ROortOM,Super Cat,43,119832
302jOsgU7aZW71XhLem57k,Jermaine Paul,43,3010
2YKqI0pz6dY15GpzxT66HD,Dre,43,6248
3cMyqwpNT2D8f0WuaRzzZX,Billy Dean,43,129498
5xenrbYhp4IRydrWpBe4Bx,LeToya,43,654380
6B10yUcmUVw4RPKe6j58E9,Heartland,43,18004
4SQxI8xg6LcSWL3KuGVHLa,David Cook,43,327269
3niqfoc7C6lIeCNVz8iZYE,Framing Hanley,43,207490
0GzIauSfKRc5BlNXpTWAGz,Jessie James Decker,43,172204
03a5eVjzFyQlR4XyVSwt4t,Love and Theft,43,323616
3UBvyQF5Hipou6Pm7wncxr,Neil Patrick Harris,43,30096
37LEXAV1tfykNBoe1FgSPy,The Poet,43,183
2uCmngYSlTEELzZXl1z1dV,Chris Medina,43,78629
32zks9ovi0IExzUd1C7W6o,Steven Tyler,43,101569
58AqJv0sDFPFnnBcLT8eeX,Bella Thorne,43,1112873
5WM5zPOswRcPu07rxP2dQv,Hugh Laurie,43,245278
3ZqvXNT2zEezA2VUT90CYy,The Bu Harmonics,43,896
4gWAItIMhYCdD82T8tvv3T,Lucy Hale,43,617132
1pCVxwkdixCeBPTboRZIi2,TeeFLii,43,71570
4MIULe6tfg2loNzBy5B9eu,T-Wayne,43,156223
7hgRzsQGjlm1zifNoigyB9,Roman GianArthur,43,21598
1yZwlOVsfrp4wb6d29KkGM,DJ Luke Nasty,43,156170
3EWxytcxaM0tksU6v3je2Q,kiLL edward,43,49147
3Bj81IbILbuj2uEwWXMdXI,Sosamann,43,76202
1y5jzAFGwRwzBQq7QnqyLE,Tyson James,43,43577
26nStRV6Waedt17W4Uhx6l,John Leguizamo,44,4445
1r29dFdSenwksTQdkH7r6I,lil Shordie Scott,44,43129
77oGJAObEl8wdAUrknL1gH,Bory300,44,2194
7oXyXDUyxRjYXWC5L5EuGy,FendiDa Rappa,44,37629
54nb7VPvMgQEW6pC9Mz0an,Lourdiz,44,10290
3wagsd3wjqjNVlMLPudipm,Rumi Carter,44,4343
27sxIn9cqlHftnewCLqEFd,Richard Hickox,44,2844
6ILd69yy67k6OU7cwpGNSl,Bryn Terfel,44,25938
1FizW0swe8ODtXvEOHXbHX,LFO,44,50048
1XhhO2dTs2fKyhILj0aam6,Phil Vassar,44,343381
6ewMqjrF31lC8ywRsvm073,Nick Lachey,44,223295
7liFhc0PDIx8etigqd2WhW,Ruff Endz,44,335948
5338fdSzGNOFD4cxAxDTeq,Aaron Carter,44,341682
76PJKS3IQsf4sSayx2taE0,The Hit Crew,44,16968
2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,44,638442
6ThKRSpihtIxggE89U0fRb,Dante Thomas,44,6090
5DqmNLPM1kAbSBQk2FMm6b,Amanda Perez,44,528902
1QkusyyiLCVP97x3TADKV9,Jazze Pha,44,6904
0HCeK90YUyjWi0utTPYXw1,Truth Hurts,44,49060
2xDc4cU0Rj6YG8SrmAHIy0,Heather Headley,44,83974
0H0yrKDty3I7pPrNUSH3wW,Ruben Studdard,44,197186
5yCd7bxcAc3MdQ1h54ESsD,Houston,44,18594
3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,44,102040
3jhkLfgJKRu9Lb0AQd7fkB,Cutty,44,883
5Q2iqZJMIZVSTEJWOYh4kP,Peanut,44,392
4FZBzAqTsS12zKdb9Gr2uz,Charlay,44,522
62gL3RAdJAPUmjrYudnVjy,Holly Brook,44,17221
54kWB5z9SbenPFQXtBDUBK,Paula DeAnda,44,461566
6wQMF27xWhSyJFnO9L5mQk,Cartel,44,181756
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,44,131239
3aTMDZLtkFlYQfQL7bzccp,Ryan Leslie,44,182399
0SKVoWXola9WXgw3PwMYpE,Shout Praises Kids,44,15985
1LXdHdzVmQV1GJE0EUxjFp,Soshy,44,1996
3NfJ6VPVz0lf3jWy5F1N7g,Tag Team,44,59194
3Vl9fyKMIdLMswk8ai3mm9,Rebecca Black,44,138277
1EVWYRr2obCRDoSoD6KSuM,Havana Brown,44,177913
4gOl5m9dY7IGAipqpul7GZ,Samantha Barks,44,24915
40v31oiMOaz7dorFhevJRp,Jake Worthington,44,24650
4ZuggB1YawAAZOBL4pI9J8,Emily Ann Roberts,44,62904
0701LAQrkY5Il5vt06uNnC,Trouble,44,129171
4lpA7MWpQpY7hKkwfLxw2Q,Lindsay Ell,44,89794
28Jt29jw6Smc3ZkzALTouq,DJ Chose,44,58544
7pnTkKShdYS8BnmTHhcEaa,Ben Burgess,44,7719
7J0hrNYCO5DgAx0XaRJqkh,Yung Kayo,44,33256
670UISOh9XV1zlq5z5IfoY,GOLDHOUSE,44,21427
6NzM38IkXdbQsQ4qW9CG7z,Amil,45,39029
0KWcq2E8ejxp78jdfpCd4K,KeKe Wyatt,45,709485
0hnmRa5ahunapQbPjKUbMK,Sunshine Anderson,45,179450
3g229vTyhsdwm9SO2p1FPL,Lee Greenwood,45,61030
7y9COUDxusQXRjW95vOubE,David Ball,45,120338
2bwR166mSJEJrYJqfyust3,Keith Murray,45,217482
4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte,45,69725
0sD8Amms4kSxs5tBV4CUmR,Smokie Norful,45,351587
0EOoSsmM3oV2aoGL3Od3E3,Rell,45,2886
4AgQTHagFdBq8VL791lSXz,Keith Anderson,45,377005
2WV4xLQooFalR2cit0XSKp,Jennifer Nettles,45,304565
1sPpJhevOYz54gNgeh2LaV,Keak Da Sneak,45,144366
3Ztgr9y1L9ZfoIOEsCrZEb,Jonah Matranga,45,4654
5G8IlDlnPQPN4YmtJ6NDxK,Cham,45,132674
33wbkdcxtduHKY53LnI1Hf,Huey,45,166785
3VStI6m5Ig9FAyUaa0lYAP,James Otto,45,98936
5REF3rMSUd6bSRwgV09dzQ,Dj Laz,45,26254
1wgY8huggK60P5nvYrwcYT,Asher Roth,45,243791
69Iibc3uQ7x2vDeZxTwKCw,Billy F Gibbons,45,55199
67pQ8Yr09zDDzzwWw3EG9R,Martha Wainwright,45,79349
2b9trXzxgbOKfsHAJoZo9a,Laszlo Teofil,45,238
3sAHunotiQdUXKSsFj5KUg,Mann,45,19406
3UgGs43l3Ya70ppiJ7c9rC,ENDUZIX,45,4910
73r6cgVUoNL47qnJAF0Ihw,Taylor John Williams,45,21584
1tUALn7PEhW7LpMuxvat2x,Allan Kingdom,45,41992
0q2lY1ZzFckzciuoMtUvck,Canaan Smith,45,335637
4NJxtQzTTeO3ObGlBcxVAh,Wuthering Waves,45,10394
3hPPNy5OBzCU1icQO7Nrok,99 Percent,45,17602
0WuYfDB2hAYzybfAd75fvb,ALISA UENO,45,1673
7Gkyjs2OYQpJdOvvmwIz2Z,Pardison Fontaine,45,203094
3bnpcWBcvlfq4hPFJjNPbz,SAFE,45,173461
4jpsw9CQS439N0B7SecMgf,Ant Saunders,45,86284
0Sk6yoUQnccty5iMhVhz9D,Hillary Scott,45,9412
6TshTCYwh9ySzOO6Jy4Ux2,Maya Jane Coles,45,221340
53rBi3LpNcMJUTSANS6uYT,DAISY WORLD,45,14610
0oK8UXKZbQezeRhE0KeBAV,Henri René and His Orchestra,46,317
3zrouJxh3FCQCddzG62cuJ,rallen,46,3159
6sdnnF31EcYfmzlBstLY4T,aizy,46,1051
307fIWtNYKZz6p57EnJFaz,Ms. Trill,46,1134
1nSRa2YjjFWJLHGKM07oGQ,Blaque,46,506466
1bNgeTuV3MlkAq64Ybvcq5,Delicate Steve,46,76088
45S8rtgQSxj1a0tzCNhSeD,Steve Wariner,46,161746
7L12TqJ0fbwtFljTbwfwRI,Samantha Mumba,46,184635
64ovxBmjJ9ZDqkzEXVWpVc,Shyne,46,364641
22WwE0lMmGx4AJeyUfT7rh,Brokencyde,46,124589
0LlPal5iJGcCWwZp8VefVs,City High,46,40844
1SWGyp2nxNSyQkRX1eqoUp,DJ Kool,46,33767
28Y5nsvbE8IdoUAGNgCk0Y,Marsha,46,2392
3NgwMzys77S7sgfh2W5k0V,WC,46,475813
6kD993mKIytiN9sE6VyRfa,Kyjuan,46,429
3jahzTuztFVegfKXChatkY,Trillville,46,361336
2ThUOWiiWP3YdZqs4WYNOi,Smooth Jazz All Stars,46,53866
6OqzPFrpi56Jy6TtnnhhyF,Nashville Tribute Collection,46,5507
61YE3whKiuRr83j1yOm5M7,Augustana,46,217416
3QnIBUOS4mUzs67rZ8r4c9,Lil Phat,46,115926
1d5nqaOa3PXgjrHv7hEQg4,Cherine Anderson,46,7750
4njFVSUWyxD84ur7w8Oy7h,Gwyneth Paltrow,46,17233
00UOluVoYY4F2blO5DmgRj,Kebo Gotti,46,2201
1X8wFHJFucBUmBc7spQ4jP,The Edge,46,12125
51xJF4OqJPHWop1fv0VVyd,Kreayshawn,46,200202
6bsEozzA1CHU0TIq2DXDxq,J. Dash,46,31126
2E19mfEFhCr6UgZUYJGOEW,Katy Tiz,46,25763
4LFgxG38Y0l4Fo1gdQelay,The Dap-Kings Horns,46,2049
4sUASeYbHY6bwgMMTPJwdz,Fetty Wap,46,202
1C5vXvYnmVVTKw4GVCKGzM,Derez De’Shon,46,327921
7GjwE3eGht0PxMzZizSVLB,Dancing Green Alien,46,715
6wZXpugmBbTg3lqKupAEEX,Fixupboy,46,23739
1CUeN4GnHAGUk9nAXPorF4,Kodie Shane,46,99024
0yq6uHIfFks9yOURUuCITV,Stacy Barthe,46,25117
22JdJVovP3pV9XkGTih01c,Game of Thrones,46,40190
06Qf6vq8AVIpE9XIw8LAsY,Lil Duke,46,292985
3jAZsSIIA8HLjxR99biJyx,Cico P,46,28541
66pGC6EHiiLr7Ce6twM5bk,Bryson Gray,46,105976
391oLRVmoTkumiN79HkTWu,Darlene Love,47,57892
1Ml4OuStDoympbREURAM15,The Fontane Sisters,47,14723
5Gejwv3xz2DpLcxVpMD6hL,Thurl Ravenscroft,47,7887
2Hm8pRagdhRNFBbCiGaJEI,chief wuk,47,6433
6uGKydhYXrVOEXM6QbVzyH,Amber,47,17047
3uISNNuONokIh21KiNharS,Butch Cassidy,47,18559
5zMgvYBz4AW0gFyPtg7fR9,A*Teens,47,209090
4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek,47,399826
20N6dS0vq9kMWXUqEkFrBA,Mark Curry,47,3525
0u6b6Qa5VJEvr3SgzzeVOB,Do Or Die,47,436977
4nCzT3o7lMgCWBcmdwCMsT,Default,47,257328
6zDBeei6hHRiZdAJ6zoTCo,Tweet,47,610887
7cp62T0Av3mTgy0imKzat7,D'N'D Productions,47,504
3D04N2X2w6vUGeyG94FBaY,Pastor Troy,47,578492
0Uo6kyjrbQoZBlcXsMb8Vm,Field Mob,47,271971
15qg3Tr23aMVGAruYtlMdg,Mike Shorey,47,1152
5QjWgYDeKNP2iPHTdTttnG,Stacie Orrico,47,307107
2AHGrNDMKFi8rHqQ8kJqfl,William Orbit,47,59554
0EhgpjUqiIIQhM6ZRF4kXX,Pat Green,47,151080
64MoFdq8ORI3V98AR5SPWL,BT,47,100260
2LXeJdQVcFkhkWydphLI74,Liz Phair,47,187282
7KnaZr690xW0sCihF9Z8oP,lostprophets,47,161910
6csA2rxNLkQJXeEa7lyGXn,Mis-Teeq,47,121094
266SmBZTt4zRzaKEANWbfQ,Adina Howard,47,450298
3DQiuEWQzCUET866iZJmQ9,Olu Dara,47,13722
4LoM3lMauQ540MW9QiyIcR,Anna Nalick,47,163785
1J6iGa2TNBDCrJzjsnI1a8,Big Pokey,47,199848
4vRSocKbGh7PsQrYRDVMEF,Lindsay Lohan,47,1075383
41TccBHnkaVhhgCgl83JU8,Kandi Girl,47,1381
0mbgkaYR8KNUb5s3s1yYHG,Papoose,47,401816
3FD9VAd0ppjmKbfxF4LzUh,Danity Kane,47,643385
6GH0NzpthMGxu1mcfAkOde,Hellogoodbye,47,225294
6mXlDbi03T8wXYwWYew0Ut,Rich Boy,47,362516
76RrKpsvOmSKG8CIjROdSG,MiMS,47,184305
3v3clM1KQgVfpPjKJFPAmx,SHOP BOYZ,47,144189
1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,47,342670
1KlUwB6uFECMC3zzvFvykx,Niia,47,49267
3SYGWAHCe31oykdeUPpoJp,Miranda Cosgrove,47,1244417
59NO6KX7wQCG7jGdtH1NtL,Raheem DeVaughn,47,527386
0rHiOzaAbw3cCp8D7yjyig,Flobots,47,190966
