track_id,name,duration_ms,release_date,album_type,explicit
5CMVGP24paZIukljDj0iWc,Jingle Bells (with The Ken Lane Singers),156666,1945,compilation,False
25leEEaz1gIpp7o21Fqyjo,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,150266,1947,album,False
1dtIaSlyrLI04sqYa8nLyN,Rudolph the Red-Nosed Reindeer,186733,1947,album,False
4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),192160,1962,album,False
4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),192160,1962,album,False
4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),192160,1962,album,False
5ASM6Qjiav2xPe7gRkQMsQ,Sleigh Ride,181266,1963,compilation,False
46pF1zFimM582ss1PrMy68,Christmas (Baby Please Come Home),166453,1963,compilation,False
7uyivkbdc8iH8wyBGBhlXV,One More Chance,229000,1979,compilation,False
2uX5f3x2cObov0iDAPln4o,Song of the South,190800,1980,album,False
0Q2b6AxWV5tD117XktdQxl,Heaven - Live,221000,1984,album,False
4S1VYqwfkLit9mKVY3MXoo,Forever Young,226706,1984,album,False
57P8gH8rjt4OqEoqzut1bL,Round and Round,265893,1984,album,False
4S1VYqwfkLit9mKVY3MXoo,Forever Young,226706,1984,album,False
3sGfVqsXBflIQEbRhyztWC,Why Don't You Do Right?,187266,1988,compilation,False
7BaxYnTazocAOK3istsW1z,You're Not The Only One I Know,230167,1990,album,False
7LvK43IERbcLsuabmyKQgi,Beautiful Mess,227920,1991,compilation,False
2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,203373,1992,album,False
0u5aO1GYsIhAWCPuXdwnak,Today - 2011 Remaster,201173,1993,album,False
0YwUJOHKYxlm5gVfIkl8Ym,Best Friend,288840,1994,album,False
2CVJECHIdpe8otFH0XFI4F,My Front Porch Looking In,223573,1995,compilation,False
5zmaypMaWb21FUGBxbw8hT,Black Balloon,249533,1998,album,False
7MQywXGHEev7JmwwIzMcao,Love Like This,275706,1998,album,False
0RZuCBV900eNA2FXCQ3uUM,Broadway,238533,1998,album,False
0hltBiPrw06vWjtadBn6oe,Babylon,265640,1998,album,False
7MQywXGHEev7JmwwIzMcao,Love Like This,275706,1998,album,False
6Qyc6fS4DsZjB2mRW9DsQs,Iris,289533,1998,album,False
0LWINYMC4s8QTdDSb1B3Q3,Hanginaround,247333,1999,album,False
1yKDl9K9lrbIFSpPBzEQtb,Shake Your Bon-Bon,192333,1999,album,False
6qc34bnVOyqGDPni8H5W0U,Amazed,240866,1999,album,False
1aDoyG4LiKT3o4ZrQK1auW,Smile,213760,1999,album,False
3Th5HBAlRZF0oN31ubxHA9,"Live, Laugh, Love",246266,1999,album,False
1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,237240,1999,album,False
1rjHJSGgt10GAtgLrDtHTM,Private Emotion (feat. Meja),241000,1999,album,False
2aJpRgyHYENSWWCHl1stQz,Can't Stay,377400,1999,album,False
6RUa3ZwZYnJnNgZxtIYJR9,Purest of Pain (A Puro Dolor) - Martinee's Radio (Spanish),247480,1999,single,False
4Do68W4FWO2hRAJCzG1lus,I Turn to You,273706,1999,album,False
68AhslXGVDKUUyHnDkORGF,The Chain of Love,304506,1999,album,False
1xK2NkwOfT8qZYWPossXGz,What About Now,210000,1999,album,False
6wNwHBUjsessjRioNVFbaO,Sour Girl,256253,1999,album,False
7A0apkTSTvMbSI7yplcmlh,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,album,False
06iQLLK93Dlv7RcvzmZo2g,Deep Inside of You - 2008 Remaster,250533,1999,album,False
53z0hOqr2yeSj3ZqCdiYNg,Crazy for This Girl,202026,1999,album,False
2ilHi6l6v8ABpLIL67jT3H,Tell Her,207560,1999,album,False
7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,261933,2000,album,False
21DyCPJqQ8tzFCHJYX9Koz,I Belong To You,257066,2000,compilation,False
7JKEA8xYDoFp4q0QBW2PGg,Shackles (Praise You),198346,2000,album,False
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,233933,2000,album,False
1PrZOkFxJqTZAH8P3x87hW,Yes!,206733,2000,album,False
3CY7wjLc1CaAIrp9buEWhG,Simple Kind Of Life,256933,2000,album,False
1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,198400,2000,album,False
6kD36kVRn5leDDbjXpHQY0,Just Be A Man About It,288933,2000,album,False
1C2Q3AymKS17bw7T5gfq6p,Dance with Me,220106,2000,album,False
1rj0XawWJNisX7SGYexowJ,Gotta Tell You,200160,2000,album,False
1uPrIHgYztXSkkcts9jet8,She Bangs - English Version,280626,2000,album,False
1aC1IBAETh2XYGOE8kCC6t,Loser,264800,2000,album,False
76gLq1wvQSFxR0tP4rgVKS,My Love Goes On And On,185333,2000,album,False
1ieouFxB2A3JjKEt1OoEiB,Spanish Guitar,289000,2000,album,False
0wqOReZDnrefefEsrIGeR4,Hanging By A Moment,216066,2000,album,False
3K4HG9evC7dg3N0R9cYqk4,One Step Closer,157333,2000,album,False
0Tl84qfow6Dv0PM60zoBhb,La Bomba,123960,2000,album,False
514AneEN1C63hmnVNC4dLJ,Baby Come On Over (This Is Our Night),212866,2000,album,False
4tgeQrPu5xkrnwErym2JsJ,Here's to the Night,249840,2000,album,False
1uPrIHgYztXSkkcts9jet8,She Bangs - English Version,280626,2000,album,False
7ktlRGfo8wQaruyZD8xCii,Laredo,230063,2000,album,False
3PbHle8KhJp6GuO1jLdEmQ,Be Like That,265906,2000,album,False
57BrRMwf9LrcmuOsyGilwr,Crawling,208960,2000,album,False
60a0Rd6pjrkxjPbaKzXjfq,In the End,216880,2000,album,False
1Jsy4H3jKEwriFniuoC2gj,"I Breathe In, I Breathe Out",244600,2000,album,False
6xxXrNJnnsQNLdgNk8S4y8,Hate To Say I Told You So,199759,2000,album,False
2ozJmnjqCMJavEKoHqiou0,He Loves You Not,226666,2001,album,False
769geiA8btidGHda4BBDOJ,It's Over Now,264933,2001,album,False
2Pxzfzd1jaZT2F2uqLkZUr,Liquid Dreams,210400,2001,album,False
49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,307153,2001,album,False
2enprHJA0siL33w7TaN7VH,Pour Me,172000,2001,album,False
0xikWgPgYN9BEes0ieZ8Co,Heard It All Before,295826,2001,album,False
3zjLEJ6EPYJHZRtWGMhMSJ,She Couldn't Change Me,260133,2001,album,False
2423gyT9B3zNqC9ZD8QfSu,Can't Believe (feat. Carl Thomas),300160,2001,album,False
1s8MNZEUhMRlCJiFzHCkTY,This Is Me,192493,2001,album,False
1TBIHWmr1r34J2s0eSfA7U,All or Nothing,281426,2001,album,False
4ukCThz76ZkKJzTlmDlKpa,On a Night Like This,210426,2001,album,False
1PUNthIXityeZlnRLcP7JI,AM To PM,231213,2001,album,False
6uRH1qMz30ZBwwUG0IYE5s,Dance With Me,231800,2001,album,False
61kG6g3btiapbSVEj3D0Hb,You Gets No Love (feat. P. Diddy & Loon),241400,2001,album,False
02jcEwywffn3Tsb48fXmlW,Get the Party Started,192533,2001,album,False
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,208600,2001,album,False
5dpAN1mjFPL38kh9kWsCiw,Wasting My Time,269306,2001,album,False
6gsmFgUiSTuinJlScwFODv,I Love You,267160,2001,album,False
1PJRDeZSoZk7gtisdTYfLi,Crawling In The Dark,175226,2001,album,False
1BfRdnfPYrni7zj4ANodBX,Don't Let Me Get Me - Radio Edit,210693,2001,album,False
1nu7ec0zCNvyHRrFXZsFHy,Song for the Lonely,202600,2001,album,False
6GdX30E1389PWOcayiiPQE,Take Ya Home,239786,2001,album,False
6xdSzlVVKW3fQidPxBImTG,Running Away,178440,2001,album,False
4xYQVaR2wQoS6xz0SSa5Ys,Something,220973,2001,album,False
6VD5vEK2wVfTG7q84pJ6EO,Family Portrait,296960,2001,album,False
1G5S1rEr4L57ftizRHcYDP,I Can Only Imagine,248253,2001,album,False
5TINskHXiPUY4YEJZVcyuG,Alone,241040,2001,album,False
6hv4MN2Knt4Zk2EyeCJ1pb,Every Move I Make,190400,2001,album,False
1G5S1rEr4L57ftizRHcYDP,I Can Only Imagine,248253,2001,album,False
1foCxQtxBweJtZmdxhEHVO,Santa Baby (with Henri René & His Orchestra),206066,2002,album,False
1tTZM7LUDkxcykOVVIGW4W,Where The Stars And Stripes And The Eagle Fly,228200,2002,album,False
2nBY2iQvxOIXrdlJvg7ZPo,Uh Huh,223293,2002,album,False
63MKNIWCCxtqnehwFhmYqp,Gots Ta Be,321200,2002,album,False
0hJPZ0v8QxRwGIKiMGKE1G,Take A Message,243866,2002,album,False
2LrvK045zLQyt4s9n1QSBA,Someone To Love You,297360,2002,album,False
2RLpFEf6d0708O7Bqhjyxg,Days Go By,432146,2002,album,False
4OnTgDqnuFGU73TdKQuDZm,Day & Night (feat. Jadakiss) - Remix,229466,2002,album,False
5ntkgBVRkW8BZ1cr0acKLD,Single For The Rest Of My Life,235733,2002,album,False
0fPBKo78nKsbIla2ExeefC,Why I Love You,240640,2002,album,False
1gyee1JuFFiP476LQpRMYU,The Red,238400,2002,album,False
6NvRxjfYkkT2SpirAlmsjH,No One Knows,278706,2002,album,False
0KqyBk4aVT88TEqBIC8mAP,Girl All the Bad Guys Want,197800,2002,album,False
6dRAAG4sB71NAtVCHJep7s,Send the Pain Below,252360,2002,album,False
6ECp64rv50XVz93WvxXMGF,This Love,206200,2002,album,False
5qII2n90lVdPDcgXEEVHNy,Sunday Morning,244880,2002,album,False
5XMjXjwCkJVmk0AHm7z8IV,Jerk It Out,195666,2002,album,False
55oovDrYcI8EzQxg7mHVrD,Angel - Metro Mix Radio Edit,223040,2003,compilation,False
779ooI3rBd0CLqCiiJmtVo,Hero (feat. Josey Scott),200480,2003,single,False
0Q0oeUZbccTCGs0y9CTY9w,Papa Don't Preach,205253,2003,album,False
5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,186066,2003,album,False
3ABB9ZDbKhAH5iBYp4bE4x,The Baby,234733,2003,album,False
76HwNiaQIPdiKkPr9rIblr,Take You Home (feat. Kelis),233226,2003,single,False
1XE1UGRpvvkaFEeqe1OJpw,Don't Wanna Try,245293,2003,album,False
40u9RFyKQfXwpPjFzK1bGO,Stupid Girl,189853,2003,album,False
6BIcjFZIVDZxNAcofRFPx4,So Gone,242773,2003,album,False
0EEYgsFx2xUQcFcQrwwEV3,How You Want That (feat. Kelis),265560,2003,album,False
7lrAsaTw9CTh5uSr0fvHOd,Step In the Name of Love - Remix,432146,2003,album,False
6Ln2tBK4EnNtMLtYyAZhr7,Knock Knock,257653,2003,album,False
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,235213,2003,album,False
13QMUA813rB5QdsePrPRoo,Bad Boy This Bad Boy That,196693,2003,album,False
7pNJ1T9TGbVbNHKaLhhPri,With You,191826,2003,album,False
2lFlveK1y13WWp3vnQtrr3,100 Years,244600,2003,album,False
7AHZb0GnILBBitj0MxObO5,Take My Breath Away,195346,2003,album,False
2md2i5QvelRFnafpnd6LOg,Meant to Live,201373,2003,album,False
0EQuu6hyNACWI7LT7N5pRv,U Should've Known Better,257786,2003,album,False
0ENQCg0FziqV4VB9U2xTf5,Tempted To Touch,212586,2003,compilation,False
05wbsMDvcaD56O4SnESOaJ,How To Deal,230506,2003,album,False
04eBItNb4WohCQ6x1ccA80,Leave Right Now,214200,2003,album,False
779ooI3rBd0CLqCiiJmtVo,Hero (feat. Josey Scott),200480,2003,single,False
2P950p6RQQxCROYYZGjcBr,The Christmas Shoes,291200,2004,album,False
5nOMJVZ4rsY5PpYiKD15BS,Blowin' Me Up (With Her Love),290200,2004,album,False
4IFYR5smTnHYCLP82AiDrJ,Officially Missing You,242466,2004,album,False
2JlaqhKKiHZCSlATvFkrVl,Some Girls (Dance With Women) (feat. Dirt McGirt) - Radio Edit (With Rap),234133,2004,album,False
4ex9m6RWw8PcfAZEaktdBL,Gal Yuh Ah Lead,212800,2004,compilation,False
23TTbRZkQHjVcwtNFF4hQF,"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",233359,2004,album,False
7kF1iPJTj3VFJX9XokQ80F,Slither,248306,2004,album,False
6tvOzCdhzkrJo3ASWwbSPZ,Talk About Our Love (feat. Kanye West),214960,2004,album,False
5Eph6Vs0PftspPXZqlVN2y,She Thinks She Needs Me,239000,2004,album,False
5jSAfX8SJVD5uzFyLlTVwo,Who Is She 2 U - Recall Version,283280,2004,album,False
6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,197200,2004,album,False
5oQcOu1omDykbIPSdSQQNJ,1985,193000,2004,album,False
2amzrvbxYiq8AxGntIiw5V,Fall to Pieces,271240,2004,album,False
3dWwcgXF8C4bguGHoWQkG3,Whatever U Want,229333,2004,album,False
0cZDC7uxNK8lqQ3GgyvCnD,Nobody's Home,212413,2004,album,False
0jF9xxKr7NOo8mUsX8qoTI,Perdidos - Bachata Instrumental,269600,2004,album,False
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,222973,2004,album,False
6nTeQGE4xXarl892zLDSuq,If Heaven,210973,2004,album,False
6TclVCUxDQm9s3Bey6Ao8H,Almost,206160,2004,album,False
2AsUEN8UMGcGC65rhcop8k,Notice Me,231200,2004,album,False
5vollujufHY0jMZxx77VWr,All These Things That I've Done,301866,2004,album,False
3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),205840,2005,album,False
00FU5uypELwgQuM9IbFC6G,Give It To Her,209053,2005,album,False
1mnqraQ8oV8MX92rdOFLWW,1 Thing,238760,2005,album,False
2shSwyk8jmYnfedaOvQpU4,How Do You Get That Lonely,248533,2005,album,False
5auMzVHFr5Zfw6IbKarZ56,Breathe (2 AM),279826,2005,album,False
1oNToERLIN71YCPLbRIQGQ,Let Me Hold You (feat. Omarion),248493,2005,album,False
2GgIDaPLsowybB3WgxLWUj,Pickin' Wildflowers,185920,2005,album,False
3ExcxvkepzqXKkf8tfZlI8,Don't Ask Me How I Know,255373,2005,album,False
1jhsf2Ivg2scXCsNahvm4x,"Sgt. Pepper's Lonely Hearts Club Band - Live at Live 8, Hyde Park, London, 2nd July 2005",141751,2005,compilation,False
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),229866,2005,album,False
2Bc4XnUlkgPvwvfwsCbgcD,Footprints,211960,2005,album,False
2yhhcHTfvLC0HzSajGYL0h,Kerosene,185800,2005,album,False
5ZOfHnTDRa9NHCdscBILvn,Fresh Azimiz (feat. J-Kwon & Jermaine Dupri),271133,2005,album,False
7DFnq8FYhHMCylykf6ZCxA,Yo (Excuse Me Miss),229040,2005,album,False
4TxdDwdVNpLTcXkCflfuHB,Girl Next Door,203253,2005,album,False
2bIrFpyw3AA2t7gNIkfmGb,Gimme That Remix (feat. Lil' Wayne),237360,2005,album,False
3aVCHTY93NQQbOcDDbwwXA,Every Time I Hear Your Name,263026,2005,album,False
5F7IJrXD6Fa3EmqoYE0gU4,Say Goodbye,289760,2005,album,False
1srGZiB4G4At62z2Z8wYL9,Superman,231146,2005,album,False
2WZyfujzMweFLnozyUJBkW,Boston,245933,2005,album,False
7vGRXiYWFk6NjUnsNjQJQd,Poppin' - Main,265333,2005,album,False
3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),205840,2005,album,False
3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),205840,2005,album,False
5FdmujV6PtMOHa23FoH67Z,The Best Man I Can Be,389880,2006,compilation,False
5oDM9YSQIlhuWa0awHF4Z2,I'd Rather,259693,2006,compilation,False
2hiB8QxWic092OablwpoVC,Better Days,213266,2006,album,False
1WzAeadSKJhqykZFbJNmQv,Your Man,211893,2006,album,False
6shRGWCtBUOPFLFTTqXZIC,Upside Down,208653,2006,album,False
6UO0TGTr33kZLXG4PxRYZx,Goodbye for Now,272546,2006,album,False
6NSlNryPDSICV6ER6ZRosi,In My Mind,245946,2006,album,False
3yJ2eboERY4HroE22RG7c2,Stay with You,236560,2006,album,False
19iqWNzp5LwEdvntpEK8MP,"Steady, As She Goes",215266,2006,album,False
1VnQfAPIHwFImjfO9gnyUt,Leave the Pieces,210560,2006,album,False
0iufOeur7VOffzvM1U35QN,Don't Wait,245000,2006,album,False
1gFMesXcHHtIUhwzxYFOtz,A Public Affair,201466,2006,album,False
1KhrAWvLIjRlQIJtSTgvsi,Would You Go With Me,228186,2006,album,False
1LkoYGxmYpO6QSEvY5C0Zl,Scotty Doesn't Know,175200,2006,album,False
3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),261880,2006,album,False
5NeIONQWJ25uPylJBJiO4c,Through Glass,282946,2006,album,False
0iTR57bhc1jm1tf9j5XDhh,Mountains,234400,2006,album,False
23MG7PAYUQp0esP2dzWHWj,Nothing Left to Lose,263253,2006,album,False
6cQSR4chKDTFhlCT2MuNwq,Hate (I Really Don't Like You),224853,2006,album,False
4mDWapOAzoFsHu8TPcP2R0,Tengo Un Amor (feat. Rakim & Ken-Y) - Remix Version,260293,2006,album,False
1pLdjo3lOBbMaoR4ZpybFH,Promise,267413,2006,album,False
234RqTZmnDTnxWlVciXHLD,It's Not Over,215026,2006,album,False
3yLCQ4GRSFlg3GmwlYQlzX,River,242013,2006,album,False
0fGIhWOJecR9u9Bo9UOTKC,"My, Oh My",210933,2006,album,False
6DbqCKweKwVkHgRv1CI53D,"Pop, Lock & Drop It - Video Edit",261026,2006,album,False
358bOvBiZCS9fRzNYosw6c,Like a Boy,237053,2006,album,False
2mobr1UlKjhxDTOVqng3jw,Home,255666,2006,album,False
1fZhHANKVFNZ9W8iSh76gF,Stolen,199106,2006,album,False
2lfBuEVBgvKLAkcypn68VD,Me And God,179586,2006,album,False
56Tl3UgyZTqfZtvFNS31wm,The Great Escape,206520,2006,album,False
78CTv7ypHvXQlEjXYst2n9,Can't Leave 'Em Alone (feat. 50 Cent),244760,2006,album,False
1uVll3x5QBjHNEwU6ENwTy,Hero / Heroine - Tom Lord-Alge Mix,232240,2006,album,False
3CE3PYF64qJBjq54Uf9ZiW,Our Time Now,170213,2006,album,False
71JdxVBpSlqJFKh929iDVn,That's The Kind Of Mood I'm In,212200,2007,compilation,False
4b1VB40YkgEBiwhPfLEDTY,Lovin' All Night,217266,2007,compilation,False
1zyqZONW985Cs4osz9wlsu,On the Hotline - Amended Version,242586,2007,album,False
0jTTjg6q4jsd2RhuHwTvLj,He Said She Said,188000,2007,album,False
5FcKZ0CKzoVncCkXphz80h,She's Like The Wind (feat. Tony Sunshine),225512,2007,album,False
6RB4Z9DwTWaVgyNg3dR9p9,Over It,215200,2007,album,False
0yfcOmDBSaW1fGY1PHuwU3,Be Good to Me,213826,2007,album,False
736KP0gdltJQWPKk0wVL7l,Ticks,273160,2007,album,False
24y3tSyLdRbpVsKhQrR2oj,Never Again,217293,2007,album,False
40Fp6pxcS9l08kL1R50mR4,First Time,203640,2007,album,False
1JJOL5EhixrtlbXDWKS0yj,Vulnerable,200160,2007,album,False
6Avndj1UPQLwR2qqzDwZBc,Whine Up (feat. Elephant Man) - English Version,205746,2007,album,False
7fN2R6wBvpnLh2Kzt5qZVH,Lost,250266,2007,compilation,False
77lC0N7M07wmeozHWjNKts,Online,296013,2007,album,False
7wqMZWYeBxJt0obQPnF5NX,Letter to Me,280826,2007,album,False
3nzL5CIQiCEt6jRt1AlQ9d,Whatever It Takes,207240,2007,album,False
7GmyuYHwc7nZcvjoAnYWUs,Kindly Unspoken,244066,2007,album,False
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,262466,2007,album,False
0yrvmIafnxkkMCMAIaDgiQ,Te Quiero,198946,2007,album,False
7qW9TkSOoSWI63EqzMzksJ,I'm Still a Guy,248560,2007,album,False
2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,234173,2007,album,False
37QOvoAg1EC0PgWnfMrRmi,Shut Up and Let Me Go,171226,2007,album,False
2KYqHqfiCSAzDpnytaZCeL,Life In A Northern Town - Live,256266,2007,album,False
5f6cTFoUenDiCJDGecYiuB,Broken,286480,2007,album,False
1wPoxRz9fuZzGrr4XbWXvg,Seventeen Forever,173453,2007,album,False
4hrAKlxfblnG7llBEEX7TR,Run,314720,2007,album,False
2rVnxIk0QkCpHNWXElXtVk,I Will Be,238840,2007,album,False
4LmzPJDil70LpiApWfOI6O,Milkshake,182813,2008,compilation,False
5e7ati4Dx5ax2YapfnV5FS,"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",263373,2008,album,False
6aOdhGqD0xuFM0OauOedNl,Stealing Cinderella,242986,2008,album,False
0mwbc2AqVHIziVGg3syEI9,Calabria 2008 (feat. Natasja),230733,2008,album,False
3FnkZFv7kbxwlgaLgbqeDc,If I Had Eyes,238813,2008,album,False
3XOFkS6Fvi3IqBTq4i73Xa,Love Is A Beautiful Thing,237146,2008,album,False
20ORwCJusz4KS2PbTPVNKo,Leavin',216880,2008,album,False
7IxHyB6UoZW8EARDonolT2,Get Silly,227120,2008,album,False
1W4c3lEi67BG5Ev7CgYqNi,Sweet and Low - New Album Version,214066,2008,album,False
4LloVtxNZpeh7q7xdi1DQc,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",263573,2008,album,False
4lerOTNr2tFWJCAmmhymhi,No Me Doy Por Vencido,239400,2008,album,False
6KLAVFlcTrUt9IteOXzsT8,It's Over,246906,2008,album,False
6RKrORavcsGPPrkRzkU14H,All I Ever Wanted,207333,2008,album,False
2HTRbbAy1RHTsRbJ0RNcjM,Love Remembers,235773,2008,album,False
49dFv4gH1SeY90FySDOwCE,Lollipop,187906,2008,album,False
5DWmvAL8WPuncj8tSxFVNC,Last Call,195466,2008,album,False
3jkdQNkDTxxXtjSO4l0o1H,How Do You Sleep? - Radio Edit Remix,208333,2008,album,False
6rZsGpXDr0WsUSFitx3v8N,There Goes My Baby,207626,2008,album,False
4PyKicaf5RL5tlidl6ZMO5,Bonfire,179706,2008,album,False
3GfFnxBuDNay7D1srwrqZU,This Ain't Nothin',242226,2008,album,False
5NhqD8ODDHOOOXrqlctPUL,Pull Up,213466,2009,album,False
2gprP8t4HefQ1f0dxxc7Rg,Diamond Girl - Main,225613,2009,album,False
4cJCNgN7nEF6Y560qcAAaQ,Let Me,230586,2009,album,False
4nOygULhEuDO5ZBRNPFaso,Wavin' Flag - Coca-Cola® Celebration Mix,212520,2009,album,False
1le5KVGTF1xWf2aUj7ruLy,Fallin' For You,215546,2009,album,False
360ZhWvMnyXKYFG9Mqsm89,Evacuate The Dancefloor - Radio Edit,205884,2009,album,False
6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,236786,2009,album,False
66EhdSD4MPXk5ZXljDJWI6,Red Light,246333,2009,album,False
0m8Ta268d1kBBG7lxMyWqa,Mama's Song,240240,2009,album,False
4z21jCYxdhnEfvgqGSKByQ,Kings And Queens,347666,2009,album,False
0d0tJF80562KcMndcBcSfM,Temporary Home,268560,2009,album,False
1Fo2N5iXRi37maMboaig7O,Undo It,177253,2009,album,False
01v7kv0RTVaX4Vs8GcOGOP,This Is War,326983,2009,album,False
7xoBJ4hih949Jeu5ZfzBai,Gimmie That Girl,185453,2009,album,False
3kMrazSvILsgcwtidZd1Qd,Bulletproof,205733,2009,album,False
2rJWnAqSuLMls0KOv416Io,I Never Told You,233200,2009,album,False
0BLPuaA32HDg6AJTUT4WMl,Shark In The Water,184293,2009,album,False
1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,251840,2009,album,False
11Iv8RCFmeImLOpaHYxKb4,Stereo Love - Radio Edit,185120,2009,single,False
3K3qKMsD5P9PRCbBV4lvgd,Maybe,206120,2009,album,False
2pey6ClOaWssXa4tVBGVJP,Wildflower,163453,2009,album,False
1V82d4T5gadqzboNVWKcMj,Closer To The Edge,273466,2009,album,False
5XFuLM95OKDDVScEtaaHSn,I Kissed a Girl (Glee Cast Version),180720,2009,single,False
7E1b1A3lGsw4ElaeUmDOJn,Raise Your Weapon,502909,2009,album,False
5ef3mAxAAjk93V6IpriOrz,From Where You Are,181280,2010,album,False
1r8kvW5Sax4ZsXfRkwM27z,Sooner or Later,187106,2010,single,False
2p07VcUwRZ5sru3mJ0JogS,Why Don't We Just Dance,192800,2010,album,False
7AsqUKKbPMxOFNIbRLBxHt,Halfway Gone,195306,2010,album,False
7LrZ3SczM7zlUkVlhevPp2,A Little More Country Than That,172226,2010,album,False
5w7GCrY0J4oTI9jWlma82d,My Best Days Are Ahead Of Me,186133,2010,album,False
3pt4BDnaMo2vznoVSv7b2y,Kissin U,199693,2010,album,False
6KBYk8OFtod7brGuZ3Y67q,Misery,216200,2010,album,False
1s8DkdE3uOWrGU7vonKrbK,All Over Me,199493,2010,album,False
7bNX2Fgb4MjPrYbkHaCNwV,Roll With It,207586,2010,album,False
2TRuBFYZYw0Q7qIVBhqR1T,Give A Little More,180293,2010,album,False
7zmJyZL3DfYBBYbY8Rve6W,Stutter,196920,2010,album,False
79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You),231293,2010,album,False
7tK1fO2PVs80OnVB1RSa89,I Can't Love You Back,245186,2010,album,False
4ucLHLiSjvkCz5Lr5dlVUj,Never Gonna Leave This Bed,196706,2010,album,False
7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False
454JIJlQ8GvrCoBvSfq3KA,Country Must Be Country Wide,214826,2010,album,False
3ga3cmO4mb9dMhysyJUEaH,I Wouldn't Be A Man,212693,2010,album,False
4WnY4W5KrqglCdIus8X9Bo,You Don't Know Her Like I Do,286520,2010,album,False
6cmlWpgZZ9G2BQPMKhl2wq,Lessons In Love (feat. Neon Trees),247760,2010,album,False
28ov70yrukmJDAFtiThdTS,More Than Miles,252866,2010,album,False
0u4N6w5lBw5xMrzJitRWUo,Corazón Sin Cara,211453,2010,album,False
7FFqcNFMdRjWYE9PfN4Zu7,Do The John Wall,263880,2011,single,False
4A7sLRJs1rvlV7aEy73PJF,The Shape I'm In - Radio Version,188973,2011,compilation,False
71DDK14XVxkXLmG3AVi1BP,Storm Warning,239906,2011,album,False
1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,249520,2011,album,False
1eyzqe2QqGZUmfcPZtrIyt,Midnight City,241440,2011,album,False
4sK96UnGx3NjBaqvfTG2dm,Too Close,256560,2011,album,False
0p1BcEcYVO3uk4KDf3gzkY,Wanted,228840,2011,album,False
7569Hbv0FUS7vjkdGvdgeZ,Promises - Skrillex & Nero Remix,268706,2011,album,False
3oLXQgbcC34Oo4gFHCeTmi,Windows Down,192933,2011,album,False
7n1rlCbUebjGfgV2BycDnh,Heart Skips a Beat (feat. Chiddy Bang),201666,2011,single,False
7EIbjRAv9K5ccoH4XivnTk,Somebody's Heartbreak,227746,2011,album,False
4FkgULes13bk2eHrsJg4q9,I Want Crazy - Encore,236865,2011,album,False
0spRhrdp5a0qHBzcYwtFIX,Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,159346,2011,album,False
3eQlGeyuSibgAGPEJugaDW,"Back in Time - featured in ""Men In Black 3""",207760,2012,album,False
3Tu7uWBecS6GsLsL8UONKn,Don't Stop the Party (feat. TJR),206120,2012,album,False
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),229506,2012,album,False
2fdd8W8eTym1gWO1dl1nxo,Gold,179333,2012,album,False
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2012,album,False
3cHyrEgdyYRjgJKSOiOtcS,Timber,204160,2012,album,False
6FE2iI43OZnszFLuLtvvmg,Classic,175426,2012,album,False
